8,5,5,2,2,1,1,0
8,5,3,3,3,1,1,0
7,5,5,2,2,1,1,1
8,5,4,4,2,1,1,0
6,4,4,4,3,2,2,0
5,5,5,3,3,2,1,1
6,6,6,5,2,0,0,0
8,6,3,3,3,2,0,0
6,6,5,3,3,1,1,0
6,6,5,2,2,2,1,1
5,5,4,4,4,3,0,0
7,5,4,4,2,1,1,1
8,6,5,3,3,0,0,0
7,7,5,4,1,1,0,0
7,5,5,3,3,2,0,0
7,7,2,2,2,2,2,2
6,6,4,3,3,2,1,1
8,8,2,2,2,2,2,0
5,5,4,4,2,2,2,2
5,5,5,3,2,2,2,2
6,6,4,4,2,2,1,1
8,8,4,4,2,0,0,0
8,8,4,3,3,0,0,0
7,4,4,4,3,2,1,1
8,6,4,4,2,2,0,0
8,6,5,4,1,1,1,0
8,6,5,3,2,2,0,0
8,6,4,3,3,3,0,0
8,5,4,3,3,2,2,0
7,7,5,3,2,1,1,1
8,8,4,4,1,1,1,0
8,8,5,3,1,1,1,0
8,8,6,3,2,0,0,0
8,6,6,4,3,0,0,0
7,7,6,5,1,1,0,0
7,4,4,4,2,2,2,2
6,4,4,4,4,3,2,0
5,5,5,4,3,3,1,1
6,6,6,3,2,2,1,1
5,5,4,3,3,3,2,2
7,4,4,3,3,2,2,2
6,6,6,2,2,2,2,2
7,5,5,3,3,3,1,1
8,6,3,3,3,3,2,0
7,7,6,2,2,2,1,1
6,6,6,4,4,1,1,0
8,6,5,5,2,1,1,0
7,7,5,3,3,3,0,0
6,6,6,3,3,2,2,0
7,4,4,4,4,3,1,1
8,6,6,4,2,1,1,0
7,5,4,4,3,3,1,1
7,5,4,4,4,2,1,1
8,6,6,5,1,1,1,0
7,5,5,5,3,3,0,0
8,8,3,3,3,3,0,0
8,6,6,3,3,1,1,0
6,6,6,4,3,2,1,1
5,5,5,5,4,3,1,1
8,5,4,4,3,3,2,0
8,5,5,3,3,3,2,0
8,5,5,4,3,2,2,0
8,8,5,4,2,1,1,0
6,6,5,3,3,2,2,2
6,6,5,4,3,3,2,0
8,8,5,4,2,2,0,0
6,6,4,4,3,2,2,2
8,6,6,5,4,0,0,0
6,4,4,4,4,4,3,0
8,6,4,4,3,2,2,0
8,6,5,4,3,3,0,0
6,6,5,4,4,2,2,0
7,7,7,6,1,1,0,0
8,8,5,3,3,2,0,0
7,7,6,4,2,1,1,1
7,7,5,4,2,2,1,1
7,7,5,4,3,1,1,1
7,7,6,4,3,2,0,0
7,5,4,4,3,2,2,2
7,7,6,3,3,1,1,1
7,7,5,5,3,2,0,0
6,6,5,5,2,2,2,2
6,6,4,3,3,3,3,2
8,8,6,4,4,0,0,0
5,5,5,5,3,3,2,2
8,8,6,5,3,0,0,0
8,8,4,4,4,2,0,0
8,8,7,3,2,2,0,0
5,5,5,4,4,3,2,2
6,6,4,4,4,3,2,2
5,5,5,5,5,4,1,1
7,7,6,4,4,3,0,0
8,5,5,5,4,2,2,0
8,6,6,4,4,3,0,0
8,5,4,4,4,3,3,0
7,7,7,4,3,3,0,0
7,7,5,5,4,1,1,1
6,6,5,5,3,3,3,0
7,5,4,4,4,3,2,2
6,6,6,5,3,3,1,1
8,8,6,5,2,2,0,0
8,8,6,5,2,1,1,0
8,6,6,6,5,0,0,0
6,6,6,5,4,2,1,1
6,6,6,5,3,3,2,0
6,6,6,4,4,3,1,1
8,6,5,5,4,3,0,0
8,6,6,5,3,3,0,0
7,7,7,4,4,2,0,0
7,7,7,5,2,1,1,1
6,6,6,4,3,3,3,0
8,8,7,4,3,2,0,0
5,5,5,4,4,4,3,2
7,7,5,5,3,3,1,1
8,8,5,5,4,1,1,0
7,5,5,5,4,2,2,2
8,5,5,5,3,3,3,0
8,8,7,6,3,0,0,0
6,6,5,5,4,4,2,0
8,6,6,4,4,2,2,0
6,6,5,4,3,3,3,2
7,7,6,6,4,2,0,0
7,7,7,4,4,1,1,1
8,6,5,5,5,4,0,0
8,6,5,5,5,2,2,0
5,5,5,5,5,3,3,2
7,5,4,4,4,4,3,2
7,7,7,6,2,2,1,1
7,7,5,5,5,2,1,1
7,7,7,6,3,1,1,1
8,8,6,6,3,2,0,0
6,6,6,6,5,2,1,1
8,6,4,4,4,4,3,0
8,8,7,6,2,1,1,0
7,7,7,5,4,3,0,0
6,6,6,5,4,3,3,0
8,5,5,4,4,4,3,0
8,8,7,5,5,0,0,0
6,6,5,4,4,4,2,2
6,6,4,4,4,4,3,3
8,8,8,7,3,0,0,0
5,5,5,4,4,4,4,3
6,6,6,6,4,4,1,1
6,6,5,4,4,3,3,3
5,5,5,5,4,4,4,2
8,8,8,6,4,0,0,0
8,8,8,5,3,2,0,0
8,6,6,6,4,4,0,0
8,8,8,6,2,2,0,0
8,8,7,7,4,0,0,0
5,5,5,5,4,4,3,3
8,8,6,6,5,1,1,0
8,8,8,7,2,1,1,0
7,5,4,4,4,4,4,3
7,7,7,5,5,4,0,0
7,5,5,5,5,4,2,2
7,7,6,6,5,4,0,0
6,6,6,6,5,3,3,0
6,6,6,6,5,4,2,0
7,5,5,5,5,3,3,3
8,8,8,5,5,1,1,0
7,7,7,5,4,4,1,1
7,7,7,7,4,2,1,1
8,6,6,6,4,3,3,0
7,7,7,7,5,3,0,0
6,6,6,6,4,4,4,0
6,6,6,5,5,4,4,0
8,6,5,5,4,4,4,0
7,7,7,7,4,4,0,0
7,7,6,6,6,5,0,0
6,6,6,6,6,5,2,0
8,8,7,7,6,1,1,0
7,5,5,5,5,5,4,2
5,5,5,5,5,5,4,4
8,8,8,8,6,0,0,0
8,6,6,6,6,4,4,0
7,7,7,7,5,5,1,1
